memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
recalled,2,11,I look forward to the day that he takes his next step and begins to walk.,0.125,0.375,0.375
recalled,2,15,I can't wait to see the person that he becomes.,0.25,0.375,0.5
retold,1,5,His personality is even more apparent and he is able to process and display more complex thoughts and emotions.,0.625,0.875,1.0
retold,1,6,We are much more social with each other now.,0.5,0.625,1.0
retold,1,7,talking and playing have a lot more significance now.,0.375,0.5,0.625
retold,1,15,I also am looking forward to when he can hold a bottle up all by himself.,0.25,0.375,0.375
imagined,3,6,But it's my brother!,0.125,0.375,0.5
imagined,3,8,"I helped him organize everything, got a wedding planner and all of that.",0.625,0.875,1.0
imagined,3,14,"I was shocked, but that explained a lot in regards to the fact he actually agreed to get married.",0.375,0.5,0.625
recalled,1,3,I carpooled there with the brother of my brother's wife.,0.5,0.75,1.0
recalled,1,4,We arrived at the wedding.,0.375,0.875,0.875
recalled,1,5,It was the day before so I helped set up some things.,0.375,0.625,0.75
recalled,1,7,It was in a  beautiful location.,0.125,0.375,0.5
recalled,1,8,The wedding happened the next day and it was lovely.,0.5,0.625,0.875
recalled,1,10,The food was also very good.,0.25,0.5,0.75
recalled,1,12,"After the wedding ceremony, there was live music and people danced and drank beer, wine, and other beverages.",0.5,0.625,0.875
recalled,1,13,"When it got late, I retired to the cabin I was staying in.",0.125,0.625,0.75
recalled,1,14,The next day I drove back home.,0.25,0.625,0.875
recalled,1,15,It was a lot of fun.,0.125,0.25,0.375
recalled,1,16,I felt very happy for my brother and his wife.,0.125,0.375,0.375
retold,2,1,He got married to his now wife.,0.5,0.625,0.875
retold,2,3,"It was no surprise that they would get married, as they had been dating and living together for years.",0.5,0.625,0.75
retold,2,7,I arrived the day before the wedding.,0.25,0.5,0.75
retold,2,9,"Afterwards, we returned to the venue and I helped set things up.",0.375,0.5,0.75
retold,2,13,I was up at the front since I was best man.,0.25,0.875,0.875
retold,2,15,"Afterwards, there was a reception and celebration with live music.",0.375,0.5,0.625
retold,2,16,"People danced, ate food and had beer and wine to drink.",0.375,0.75,0.75
imagined,1,6,I am completely mentally and emotionally drained of the situation.,0.125,0.25,0.375
imagined,1,9,This is something that would never happen like this.,0.0,0.125,0.125
recalled,3,3,"She was in the middle of her treatments, going for radiation and chemo, her hair was starting to fall out and she shaved her head.",0.25,0.5,0.5
recalled,3,4,"My son and I would visit her every couple of weeks just to check in and keep tabs on her, and see if she needed anything.",0.125,0.25,0.375
retold,2,1,"We went over to visit her often during treatments, went to the hospital when she was checked in for the initial treatments, and generally kept up a lot of support.",0.125,0.5,0.5
retold,2,8,As (then) executor of her trust I began to gather everything I needed to make sure this went smoothly for my cousin (her beneficiary).,0.25,0.375,0.625
retold,2,9,"It was hard to post her final goodbye to friends on FB after she passed, but I did what she asked.",0.25,0.625,0.625
retold,2,13,"Sadly, and surprisingly too, since I last wrote about this he has not done well.",0.125,0.25,0.375
imagined,3,1,We were so excited for our son to have a sibling.,0.125,0.25,0.25
imagined,3,10,"It was a really scary experience, but my daughter was born healthy.",0.25,0.375,0.375
imagined,3,11,"When we brought our son in to meet his new little sister, he had a scowl on his face.",0.375,0.5,0.75
imagined,3,12,He kept up his dislike for his sister for a few days.,0.0,0.375,0.375
imagined,3,15,He is super protective over her and it's a huge relief that they like each other now.,0.125,0.25,0.25
recalled,2,2,I was so scared to go through another c-section.,0.25,0.375,0.375
recalled,2,6,I can't get enough of that beautiful little face.,0.125,0.375,0.375
recalled,2,7,I'm worried about how her brother is going to handle having a baby in the house.,0.0,0.5,0.5
recalled,2,8,He didn't seem to be too happy when he met her.,0.125,0.375,0.5
recalled,2,14,My heart is so full.,0.0,0.25,0.25
recalled,2,15,I think being a mom is probably the best thing in the world.,0.0,0.125,0.125
recalled,2,16,I am worried about how hard it will be to have two little ones but I guess it will come with time.,0.0,0.25,0.25
retold,1,3,"This was my last pregnancy and although I was a tough one, I already knew I was going to miss the little details of carrying a child.",0.0,0.125,0.125
retold,1,5,I was also scared for the procedure.,0.125,0.5,0.5
retold,1,8,"I worried about the things that could go wrong,  I didn't have the same confidence in my medical team that I had had with my first child.",0.25,0.375,0.625
retold,1,9,I think my biggest concern was how my son was going to handle having a baby sister.,0.125,0.25,0.375
retold,1,12,I was worried that he wouldn't feel loved and wanted.,0.125,0.25,0.375
retold,1,13,"When my husband brought him to my hospital room, I wanted him to feel just as important as he always had.",0.25,0.5,0.625
retold,1,16,He stroked her hair and said 'baby'.,0.25,0.375,0.625
retold,1,18,The whole room sighed at the cuteness of it.,0.0,0.5,0.5
retold,1,20,"Apparently, he was not as taken with his new little sister as we had hoped.",0.125,0.375,0.5
retold,1,22,I had expected him to be unsure of the new baby but I never expected him to do that.,0.0,0.125,0.125
recalled,3,6,We always had so much fun together.,0.25,0.375,0.5
recalled,3,7,So I had to go out of state for some work related issues for about two weeks or so.,0.375,0.5,0.75
recalled,3,8,In that time my grandfather was really fit and had no health issues whatsoever.,0.125,0.25,0.375
recalled,3,10,I had no words to say.,0.125,0.25,0.375
recalled,3,11,I got so panic and did not know what to do.,0.25,0.375,0.625
recalled,3,13,I had no choice but to wait for the flight.,0.25,0.5,0.5
recalled,3,16,"Anyway finally, after waiting for couple hours I took the flight and went straight to the hospital.",0.125,0.75,0.875
retold,1,1,He was so close to me.,0.25,0.375,0.375
retold,1,2,I always used to share all kind of stories with him.,0.125,0.625,0.625
retold,1,3,I used to share my happiness and sadness with him.,0.125,0.375,0.375
retold,1,4,He was the best person to share all type of difficulties because he had so much experience so he would guide you through the right directions for sure.,0.125,0.5,0.5
retold,1,8,I was so impressed with his diet and the style that he lived his life.,0.0,0.25,0.25
imagined,2,0,I had wanted to go on vacation for a while.,0.25,0.375,0.5
imagined,2,1,It had been quite a bit of time since I had gone anywhere.,0.125,0.375,0.375
imagined,2,3,Colorado sounded nice.,0.125,0.25,0.25
imagined,2,4,I had never been there before.,0.125,0.375,0.375
imagined,2,7,When I got there I couldn't believe how beautiful it was.,0.25,0.375,0.5
imagined,2,9,So many beautiful sights to see.,0.25,0.375,0.375
imagined,2,11,I packed up my gear.,0.0,0.375,0.375
imagined,2,12,"We headed over to the nearby town of Idaho Spring, Colorado.",0.25,0.625,0.875
imagined,2,15,I had so much fun.,0.0,0.375,0.375
recalled,3,3,During the trip we were able to pull over at a number of spots to take photos of the breathtaking scenery.,0.125,0.625,0.75
recalled,3,7,"Looking around at the snow capped mountains, some snow only a few dozen feet from where we were standing, demonstrated the ecological diversity that one can experience without having to leave the United States.",0.25,0.375,0.5
recalled,3,9,We were able to get our fill of souvenirs which we stock up on every vacation so we can easily remember the places we've been and the things we did.,0.25,0.625,0.75
recalled,3,12,We had a spectacular time.,0.125,0.625,0.625
recalled,3,14,Being at one with nature and being able to spend an entire day experiencing some of the best that nature has to offer made me incredibly grateful to have had the opportunity to enjoy it with my family.,0.25,0.5,0.75
retold,1,4,The first full day were were in Colorado we were taken to the Rocky Mountain National Park.,0.5,0.625,0.875
retold,1,7,"She had only been to the lower portion of the park, so we were determined to get her to the top-most visitor's center in the park.",0.25,0.375,0.625
retold,1,9,We were able to buy some souvenirs and eat a nice lunch with my wife's cousin and aunt.,0.25,0.5,0.75
retold,1,12,"None of us had done anything like that before, so it was quite exciting.",0.125,0.375,0.375
retold,1,16,We kept her spirits up and we powered through nice category IV and category V rapids!,0.125,0.5,0.5
retold,1,17,"She made it the rest of the way and although she was a trooper after having fallen in, she vowed never, ever, to do anything even close to resembling that again.",0.125,0.25,0.375
retold,1,18,"After we finished, we were bused back to our start point, drove back to my wife's cousin's house and went to bed after a very long, exhausting, yet fulfilling day.",0.125,0.375,0.5
imagined,1,2,"I did cry, of course.",0.125,0.625,0.75
imagined,1,3,My baby is growning into an adult.,0.125,0.25,0.375
imagined,1,4,I'm sure it is hard for any parent.,0.0,0.25,0.25
imagined,1,11,I will never forget the long hug we shared as I was leaving.,0.125,0.5,0.5
imagined,1,12,That will always be a precious memory in my mind.,0.125,0.25,0.375
imagined,1,13,Thinking of it helps me remember our strong relationship.,0.0,0.375,0.375
imagined,1,14,I know that I do not have to worry.,0.0,0.125,0.125
recalled,3,1,It was a very sad day.,0.125,0.25,0.25
recalled,3,2,we helped him arrange his apartment.,0.25,0.5,0.625
recalled,3,3,we took him to the store to get stocked up on groceries.,0.25,0.875,0.875
recalled,3,4,we came back and visited for a while.,0.125,0.375,0.5
recalled,3,5,that afternoon we decided it was time for us to head back home.,0.125,0.375,0.375
recalled,3,6,i did not want to go.,0.0,0.125,0.125
recalled,3,8,this is good for him though.,0.0,0.125,0.125
recalled,3,12,"i don't know if i will be, though.",0.0,0.125,0.125
recalled,3,14,"it is going to take me a while to recover, especially when i go into his room.",0.125,0.5,0.625
recalled,3,15,it will be good to hear his voice when he calls.,0.125,0.25,0.25
recalled,3,17,i will probably call him tonight!,0.0,0.75,0.75
retold,2,1,it was fun packing him and getting him ready to go.,0.125,0.375,0.5
retold,2,2,we had fun trying to decide what he should take and what he should leave.,0.125,0.25,0.375
retold,2,3,going through his belongings brought forth many memories of his childhood that we could reminisce about.,0.375,0.625,0.75
retold,2,4,we packed the UHaul with everything that he needed.,0.25,0.5,0.75
retold,2,5,Our drive to college was enjoyable.,0.125,0.5,0.625
retold,2,6,We sang and talked and sang some more.,0.125,0.375,0.5
retold,2,9,we quickly unloaded the U Haul and moved it out of the way.,0.125,0.625,0.625
retold,2,10,Now it was time to organize and put things away in his apartment.,0.0,0.375,0.375
retold,2,12,I could tell my son was excited to live on his own.,0.0,0.375,0.375
retold,2,13,"I had packed a lunch so we took a break to eat, laughed and planned his apartment.",0.25,0.625,0.75
retold,2,15,I think we took longer than necessary to avoid goodbyes.,0.0,0.125,0.125
retold,2,17,It was time to go.,0.0,0.125,0.125
retold,2,18,Saying goodbye was very hard.,0.125,0.5,0.5
retold,2,19,I did not want to leave and my son did not want us to either.,0.0,0.25,0.25
retold,2,20,he kept talking to us with a glimmer of tears in his eyes and I could tell he did not want us to leave but it was getting late and it was time.,0.25,0.375,0.5
retold,2,22,"I hugged him, told him that I loved him and how proud i was of him.",0.125,0.5,0.625
retold,2,23,I go into the truck and waved until he was no longer in sight.,0.25,0.375,0.5
imagined,1,4,I had previous years that I didn't declare too.,0.125,0.25,0.25
imagined,1,6,I paid the back-taxes.,0.375,0.625,0.875
imagined,1,8,I was able to do it in installments.,0.25,0.5,0.625
imagined,1,10,I was glad I could get installments to do it.,0.0,0.25,0.25
recalled,3,0,Last March I went to a tax accountant.,0.5,0.625,0.875
recalled,3,1,I needed to file amended returns for the Patreon income from four previous years.,0.375,0.5,0.75
recalled,3,2,"I'd been under the impression since I set up my Patreon account that it was gift income, and therefore non-taxable.",0.125,0.25,0.375
recalled,3,4,And the more I looked into it the more I began to suspect it was taxable after all.,0.125,0.375,0.5
recalled,3,6,In July of last year I concluded that it was indeed taxable.,0.25,0.375,0.5
recalled,3,7,So I made plans to see an accountant and file for back taxes.,0.125,0.5,0.625
recalled,3,11,And he confirmed my information about making installment payments.,0.125,0.5,0.5
recalled,3,12,"In the months since, the IRS sent me a bill for back taxes and I arranged a modest $64/month installment payment.",0.25,0.625,0.75
recalled,3,13,I also subtract 15% self-employment tax.,0.125,0.375,0.5
retold,2,5,So I continued to worry that it was taxable.,0.0,0.25,0.25
retold,2,6,"As I researched it, in 2018 it seemed more and more likely that it was taxable.",0.125,0.5,0.625
retold,2,7,I was worried about the amount of past income I might owe back taxes on.,0.0,0.375,0.375
retold,2,8,So I went to a tax accountant in early 2019.,0.5,0.625,1.0
retold,2,10,It was fairly easy to make monthly installment arrangements that I could afford.,0.125,0.375,0.5
retold,2,12,This meant I only had to pay 15% self-employment tax.,0.375,0.5,0.75
imagined,1,7,"What it looks like, what's going to happen after I'm gone.",0.125,0.25,0.375
imagined,1,10,I think about the baby inside me.,0.125,0.625,0.625
imagined,1,13,How will they change the world.,0.25,0.375,0.5
recalled,2,4,"I always had planned on having another after my son, but when it didn't happen in a few years I started to make other plans.",0.125,0.5,0.5
recalled,2,5,"I have been a single mother for years and felt no need to settle, so I was planning on adopting in the next few years.",0.125,0.375,0.375
recalled,2,6,"I've also worked very hard on my fitness the past 2 years, and this plan felt perfect so I wouldn't have to give up the progress on my body.",0.125,0.375,0.375
recalled,2,7,"About 6 months ago I started dating a coworker, who is a great man.",0.375,0.5,0.625
recalled,2,15,"I understand some sacrifices are necessary though, and in the end it will definitely be worth it.",0.125,0.25,0.25
retold,3,3,I had a lot of morning sickness and fatigue.,0.25,0.5,0.5
retold,3,6,"I have a lot more energy, and feel almost normal.",0.25,0.375,0.5
retold,3,13,I am very driven and focused on building a career though.,0.25,0.375,0.5
retold,3,14,So I just didn't think that this would be feasible.,0.125,0.25,0.375
imagined,2,2,The decor was already bought.,0.0,0.25,0.25
imagined,2,3,"Mainly, the help needed was to just put up all the decor.",0.125,0.375,0.375
imagined,2,4,It involved many ladders and tape.,0.0,0.125,0.125
imagined,2,5,We got it done in time and it looked good.,0.0,0.375,0.375
imagined,2,6,Many of us didn't like the chosen decor but it wasn't our call.,0.0,0.25,0.25
imagined,2,7,Overall everyone helped a lot and we had a blast.,0.0,0.5,0.5
imagined,2,9,The candles needed to be blown out quickly so they wouldn't burn the cake.,0.125,0.375,0.5
imagined,2,10,All of them were melting quite fast.,0.0,0.625,0.625
imagined,2,11,I think is was because they were so close together.,0.0,0.25,0.25
imagined,2,12,The candles were luckily blown out in time.,0.0,0.625,0.625
imagined,2,13,Nothing bad happened.,0.0,0.25,0.25
imagined,2,14,Good food and friends.,0.0,0.125,0.125
recalled,1,1,We celebrated it at my house.,0.125,0.25,0.375
recalled,1,2,"I (and some of my family members) bought party favors, a birthday cake, and the like.",0.125,0.625,0.75
recalled,1,3,"We bought candles, plates, balloons, and other things to decorate the room.",0.0,0.5,0.5
recalled,1,4,The most memorable part of the event was lighting the candles.,0.25,0.5,0.625
recalled,1,7,It took a while for them to blow out all the candles.,0.0,0.375,0.375
recalled,1,8,But after that we sang happy birthday and enjoyed the celebration.,0.0,0.5,0.5
recalled,1,9,We enjoyed eating the cake and talking about things at the party.,0.0,0.375,0.375
recalled,1,10,We had things like champagne and small chocolate morsels.,0.125,0.25,0.375
recalled,1,11,I remember enjoying the party a lot.,0.125,0.375,0.375
recalled,1,12,The cake was big and very flavorful.,0.0,0.25,0.25
recalled,1,13,It was made of chocolate and vanilla.,0.0,0.25,0.25
recalled,1,14,"I remember falling asleep happy that night, having enjoyed the event.",0.0,0.75,0.75
retold,3,1,I had prepared for it by gathering items necessary for the party.,0.0,0.75,0.75
retold,3,2,"I had bought candles, a cake, lights, balloons, and other miscellaneous supplies necessary for celebrating their birthday.",0.0,0.5,0.5
retold,3,3,I prepared for the birthday party by first unpacking the supplies and then preparing the table.,0.125,0.5,0.5
retold,3,4,I then unpacked the cake and placed it on the table.,0.0,0.625,0.625
retold,3,5,"I spent some time setting up the remainder of the supplies, preparing our house for the party.",0.125,0.5,0.625
retold,3,6,"When my family member saw the cake, they were elated.",0.0,0.875,0.875
retold,3,7,It was a nice setup.,0.0,0.125,0.125
retold,3,8,Soon we lit the candles.,0.0,0.375,0.375
retold,3,9,"There were many candles on the cake, because they looked good on the type of cake that I had bought.",0.125,0.375,0.5
retold,3,12,It was funny but somewhat dangerous.,0.0,0.25,0.25
retold,3,13,My family member had to blow them out quickly before the whole cake burned up!,0.25,0.375,0.625
retold,3,14,My family enjoyed the party.,0.0,0.25,0.25
imagined,3,0,I was at starbucks yesterday morning.,0.375,0.75,0.875
imagined,3,5,"After about 30 minutes of waiting for him to emerge, they finally called the police.",0.25,0.5,0.625
imagined,3,6,He was out in the bathroom stall but still breathing.,0.25,0.375,0.5
recalled,2,1,My dad turned 90 on July 4th and he is the last  person alive on his side of the family.,0.25,0.75,0.75
recalled,2,3,They had three boys and one girl .,0.25,0.625,0.625
recalled,2,4,I  have one whole sister and one half sister.,0.0,0.5,0.5
recalled,2,8,So I am not close with my half sister and we barely speak when we see each other out.,0.375,0.5,0.75
recalled,2,9,My cousins parents from my dad's siblings never got divorced.,0.25,0.375,0.625
recalled,2,11,Lots of pictures were taken and everything was great.,0.25,0.5,0.625
recalled,2,12,I just felt that my life and relationship with my dad was very different than my cousins and they don't understand what it is like when parents get divorced and how kids can be treated because of it.,0.125,0.375,0.5
recalled,2,13,I feel cheated in that respect and felt envious that they had normal childhoods and good relationships with their parents.,0.25,0.375,0.5
recalled,2,14,I still talk to my dad when I see him in the local grocery store but it is just casual talk and that is kind of sad.,0.25,0.5,0.625
recalled,2,15,He is not going to be around much longer and I wish things had been different between us but I don't think it was all my fault .,0.125,0.25,0.375
recalled,2,17,I am glad I got to see everyone and we had a great time.,0.0,0.125,0.125
recalled,2,19,Not much you can do but accept things as they are and not dwell on them.,0.0,0.125,0.125
retold,1,2,I asked what they wanted me to bring and they told some things I could bring.,0.25,0.375,0.625
retold,1,3,I asked them why were they doing it because I thought maybe my dad was sick and nobody informed me of it.,0.25,0.375,0.625
retold,1,5,"The one cousin I asked said just to come in, I think.",0.125,0.375,0.5
retold,1,8,We ate and took pictures and showed each other pictures of all our families and people in our family who had died.,0.25,0.5,0.625
retold,1,9,It was sad because our grandparents had died and all of my cousins parents had died .,0.125,0.5,0.625
retold,1,12,We gave each other small gifts and made to go boxes of left over food for everyone and then cleaned up the kitchen.,0.375,0.625,0.75
retold,1,14,"It was good to see everyone and it felt like when we were all kids and were at our grandparents house eating her food and seeing each other, like at Christmas or Thanksgiving.",0.125,0.25,0.375
retold,1,15,Most of them brought the food that grandma made when we were growing up so that made it feel even more like a family reunion .,0.25,0.375,0.625
retold,1,17,He teared up some and I think everyone else did too.,0.125,0.375,0.5
imagined,2,2,Most people don't.,0.0,0.125,0.125
imagined,2,3,Ultimately though I was just too bored in my hometown.,0.25,0.375,0.5
imagined,2,4,Seeing the same friends at the same places while drinking and eating the same things just grows so tiresome.,0.25,0.375,0.625
imagined,2,12,I know some of my friends are already thinking about coming to visit for a weekend or so.,0.25,0.5,0.75
imagined,2,13,"In a way I don't want them out here, but I would certainly like to see them eventually.",0.125,0.375,0.375
recalled,3,5,"While talking with her on New Year's Day 2019, she mentioned she was lonely, as was I.",0.375,0.625,0.875
recalled,3,7,"I planned to visit her, as I was nearing the end of my operations, and pretty sick of Northern winter weather.",0.375,0.625,0.75
recalled,3,13,"No job, no children, friends were far gone.",0.5,0.625,0.625
recalled,3,15,"I found a home in June of 2019, that sounded great!",0.25,0.625,0.625
recalled,3,22,And the relationship with Debbie is more of a friend thing than a romantic one I was hoping for.,0.375,0.5,0.875
retold,1,3,"I found that I had no contact with my old friends anymore, and was hating the northern weather.",0.125,0.5,0.5
retold,1,7,It didn't sound like a horrible idea moving down to Daytona Beach Florida from Cleveland Ohio either.,0.375,0.5,0.625
retold,1,14,I did manage to give some things to a couple friends that were very good momentos of my life.,0.25,0.75,0.875
retold,1,15,"And I gave, sold, or left behind all my furniture as I was just moving myself and my 2 cats down to Florida in my car.",0.25,0.375,0.625
retold,1,16,Just some few momentos and my clothes were all I took.,0.0,0.375,0.375
retold,1,22,"After finding out about the scam, I booked myself into a cheaper (yet expensive) Airbnb while I tried to figure out where to stay.",0.25,0.625,0.875
imagined,2,1,"She had been involved with her fiance for quite a while, and I always knew they should be together.",0.25,0.375,0.375
imagined,2,2,It went well and was very cute.,0.125,0.25,0.375
imagined,2,3,They both liked the same colors and everything was beautiful.,0.125,0.25,0.375
recalled,3,5,The service was lovely.,0.125,0.375,0.375
recalled,3,6,Both brides tried to hold back tears of joy as they gave their vows.,0.25,0.375,0.625
recalled,3,7,Those tears also brought tears to the audience's eyes.,0.125,0.5,0.625
recalled,3,8,"Afterward, were took pictures with the brides.",0.125,0.75,0.875
recalled,3,9,"While we were doing that, the food was starting to be served.",0.125,0.5,0.625
recalled,3,12,The barbecue on them tasted great and the meat was so soft and chewy.,0.125,0.25,0.375
recalled,3,14,"Overall, it was a very fun experience.",0.0,0.125,0.125
retold,1,4,"Afterward, there was a nice assortment of food served.",0.125,0.875,0.875
retold,1,6,The wedding cake also tasted great.,0.125,0.375,0.5
retold,1,9,They both work hard at their jobs.,0.125,0.5,0.625
imagined,3,4,You also find out you like similar things.,0.1428571428571428,0.2857142857142857,0.4285714285714285
imagined,3,12,I think that is a hobby when it comes to gardening that is something I am going to look into.,0.4285714285714285,0.5714285714285714,0.7142857142857143
imagined,3,13,"It made those people happy, and it did me as well.",0.2857142857142857,0.4285714285714285,0.5714285714285714
recalled,1,2,"The lady that runs it was a friend and co-worker of mine, so when I decided to start volunteering I reached out to her and she said this was something she thought I'd like.",0.1428571428571428,0.8571428571428571,0.8571428571428571
recalled,1,9,They asked about watering and sunlight and took a lot of time picking the plants they wanted to grow.,0.0,0.2857142857142857,0.2857142857142857
recalled,1,18,And I'm hopeful  that down the line we helped raise some future gardeners whose life will be better because of it.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,2,1,We provide beginner gardens for low income people so they can grow their own vegetables.,0.1428571428571428,0.4285714285714285,0.4285714285714285
retold,2,2,We give them dirt and plants and seeds to get started.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,2,3,We even provide containers for them if they don't have a yard to plant in.,0.2857142857142857,0.4285714285714285,0.7142857142857143
retold,2,4,The local gardeners and high school career center students grow tomato and pepper plants and donate them to the event for the people to use to start their gardens.,0.2857142857142857,0.5714285714285714,0.7142857142857143
retold,2,5,I volunteer at this every year.,0.1428571428571428,0.5714285714285714,0.5714285714285714
retold,2,6,It's fun to see how excited the children are to be able to pick plants that they want.,0.1428571428571428,0.4285714285714285,0.5714285714285714
retold,2,7,It makes me feel good because I think what we're doing is showing them another way to feed themselves that's healthy and cheap.,0.0,0.7142857142857143,0.7142857142857143
retold,2,12,Each year it's a different seed.,0.1428571428571428,0.2857142857142857,0.4285714285714285
retold,2,13,The students are encouraged to grow the plant at home (this year it was watermelon) and bring it to the Garden Giveaway and enter it in a contest for biggest plant.,0.2857142857142857,0.5714285714285714,0.5714285714285714
imagined,1,5,It was the day we got the whole family together to visit her.,0.375,0.625,0.75
imagined,1,6,I am really devastated about this all happening so fast.,0.25,0.375,0.375
imagined,1,7,I still feel like I should be able to contact her anytime.,0.125,0.375,0.375
imagined,1,8,I sometimes wonder if I just speak into the sky if she will hear me.,0.125,0.25,0.375
imagined,1,10,I have never believed in that stuff.,0.125,0.25,0.25
imagined,1,11,My family has been really supportive of one another.,0.375,0.75,0.875
imagined,1,13,I am happy I have my boyfriend and my son to help me keep my mind off of it.,0.125,0.25,0.375
imagined,1,14,I just don't know if I will ever stop grieving.,0.25,0.625,0.625
recalled,3,3,They put a splint on her.,0.25,0.5,0.5
recalled,3,4,"They were afraid that due to her age, she was not strong enough and that caused her to fall.",0.0,0.375,0.375
recalled,3,5,They felt physical therapy would be beneficial to her.,0.0,0.5,0.5
recalled,3,6,She went from there to a 21 day physical rehab center.,0.5,0.625,0.75
recalled,3,8,They felt that a nursing home was the onlhy choice for her to be safe.,0.5,0.625,0.625
recalled,3,9,Rehab was provided 3 times a day there.,0.125,0.625,0.75
recalled,3,12,I kept encouraging her.,0.0,0.75,0.75
recalled,3,13,She continued to work as hard as was possible at the time.,0.125,0.375,0.5
recalled,3,14,"During  her time there, though, I was relieved because I knew she was safe.",0.125,0.25,0.25
retold,2,1,"I was extremely nervous to be with her and watch her walk, and I was nervous to not be there and watch her walk.",0.375,0.5,0.625
retold,2,4,"I realized at that time that it didn't matter whether I was there or not, she was deteriorating and she would fall again.",0.125,0.625,0.625
retold,2,5,"I knew that at some point, she would break a bone.",0.25,0.375,0.5
retold,2,6,That is exactly what happened.,0.625,0.875,0.875
retold,2,10,"I also hoped that the rehab center would be able to convince her to use her walker, as I had been unable to do.",0.125,0.25,0.25
retold,2,11,She worked hard at rehab and was getting stronger.,0.5,0.75,0.875
retold,2,14,He had worked hard to keep everything just the way she liked things at her house.,0.125,0.625,0.625
imagined,2,1,All the family was there some of which I hadn't seen  in a really long time.,0.25,0.375,0.5
imagined,2,2,It was great catching up on all the family news and drama.,0.125,0.25,0.375
imagined,2,3,Everybody was in a good mood and were having fun.,0.125,0.25,0.375
imagined,2,4,After the wedding we all headed to the reception to enjoy some good food and entertainment.,0.375,0.5,0.75
imagined,2,11,We danced until we were bone tired.,0.25,0.375,0.625
imagined,2,13,After the night was over and everybody was ready to go home the couple got in the car and left.,0.125,0.5,0.625
imagined,2,14,We all stood outside and watch them drive away waving and cheering.,0.0,0.375,0.375
recalled,3,5,It was nice going and seeing family members I hadn't seen in a long time.,0.125,0.25,0.375
recalled,3,8,The most memorable thing about the wedding was the video they played about my cousin and her husband's history.,0.375,0.5,0.875
recalled,3,10,"Once it got dark the heat wasn't so bad, and at least the portable bathrooms they provided were air conditioned.",0.125,0.375,0.5
recalled,3,12,"They offered hotels for any guests who wanted to stay the night, but I'd rather sleep in my own bed.",0.125,0.25,0.375
recalled,3,13,It was definitely a memorable night.,0.125,0.25,0.25
retold,1,1,I may not remember as many details.,0.0,0.375,0.375
retold,1,11,"I felt like I was sweating too much due to the heat, and the pictures I'm in I don't look too good in.",0.125,0.25,0.375
retold,1,13,But I understand they were very busy that day and had a lot of guests to interact with.,0.0,0.125,0.125
retold,1,14,Overall I had a very good time at the wedding.,0.0,0.25,0.25
imagined,1,0,Every saturday i tend my garden.,0.375,0.5,0.75
imagined,1,1,I started putting up feeders around to see some of the nature.,0.25,0.625,0.875
imagined,1,3,"Mostly squirrels at first and a few deer, and one tiny humming bird.",0.0,0.375,0.375
imagined,1,6,Eventually i got a chair and just sat spraying the mist and letting the bird flutter around.,0.125,0.25,0.375
imagined,1,9,I was happy the bird was there and it seemed happy to be getting misted.,0.0,0.125,0.125
imagined,1,11,As the bird flew away I smiled and hoped he would be back again.,0.0,0.5,0.5
imagined,1,12,So far i havent seen him but i will remember the simple joy i got that morning.,0.0,0.125,0.125
imagined,1,13,I am glad i could provide for nature and enjoy moments like that.,0.0,0.125,0.125
imagined,1,14,I hope everyone can take some time to enjoy the little things in life.,0.0,0.125,0.125
recalled,3,0,It was about a month ago during a rather warm July morning.,0.125,0.375,0.375
recalled,3,1,"I was watering the plants, vegetables, and Cacti.",0.125,0.625,0.75
recalled,3,2,"I was feel kind of low due to not seeing many of my friends anymore due to everyone being busy with their own schedule, and work being a little slow was also on my mind.",0.125,0.375,0.5
recalled,3,3,"I may have been feeling sorry for myself, but the wounds were real.",0.0,0.375,0.375
recalled,3,7,I turned down the pressure of the hose to a fine mist and pointed the mist into the direction of the humming bird .,0.25,0.375,0.625
recalled,3,10,It was great the bird had no fear of animosity of a human.,0.0,0.125,0.125
recalled,3,11,He knew there was a human controlling the hose and he did not care he wanted water on this warm summer day.,0.0,0.25,0.25
recalled,3,12,"I felt great, I felt a connection with this little bird, we at this brief aquatic encounter were friends.",0.25,0.375,0.625
recalled,3,13,It seemed that God saw my loneliness and sent me a friend.,0.0,0.25,0.25
retold,2,0,It was a warm summer morning.,0.0,0.625,0.625
retold,2,1,I was doing my morning chores and I was finishing up of the watering in the garden and backyard plants.,0.125,0.5,0.625
retold,2,4,It was darting in and out of the hose water stream.,0.125,0.25,0.375
retold,2,5,I lowered the pressure on the house to a fine mist.,0.0,0.625,0.625
retold,2,10,the humming bird took to flight after it has its fill.,0.0,0.375,0.375
retold,2,14,I still thing about my brief time being close with a hummingbird.,0.0,0.125,0.125
imagined,2,2,Seeing the rest of the family was also a big plus.,0.0,0.5,0.5
imagined,2,6,Seeing all of the sites along the way was a great experience.,0.25,0.375,0.625
imagined,2,7,When we finally arrived in Miami we immediately set out to get the surprise party worked out.,0.25,0.375,0.625
imagined,2,12,"The entire night, you couldn't pry the smile off of my sister's face.",0.125,0.25,0.375
